,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,1.0305678367614746,0.06973526073221095,0.0012119770050048827,1.761175951154908e-05,0.1,"(100,)",70,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 70}",0.5292620865139949,0.5292620865139949,0.5542784163473818,0.540920716112532,0.5096030729833547,0.532669729453803,0.014752071062643674,3,0.5280970625798213,0.5296934865900383,0.5610845295055822,0.5322066326530612,0.5001593879502709,0.5302482198557549,0.019313137422816883
12,0.16121177673339843,0.040996281097926246,0.0008862018585205078,6.251897066468539e-05,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 2}",0.44656488549618323,0.4732824427480916,0.44699872286079184,0.44501278772378516,0.47247119078104993,0.4568657478305258,0.013091808985946626,126,0.4648786717752235,0.45689655172413796,0.4564593301435407,0.4575892857142857,0.45935607268090534,0.4590359824076186,0.003083786915183117
13,0.3239166259765625,0.08109709381312864,0.00113983154296875,0.0005176481992928408,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 5}",0.4300254452926209,0.455470737913486,0.46998722860791825,0.44884910485933505,0.469910371318822,0.4548238897396631,0.014896232648441372,132,0.46551724137931033,0.45242656449553004,0.4698564593301435,0.45918367346938777,0.45680586547657,0.4607579608301883,0.006211972787489716
14,0.36258821487426757,0.09729845759626282,0.0008985519409179688,3.155004867353455e-05,0.1,"(50,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 10}",0.44529262086513993,0.45674300254452926,0.47381864623243936,0.5242966751918159,0.5032010243277849,0.48060234813680447,0.029263944754221425,115,0.4604086845466156,0.47413793103448276,0.46634768740031896,0.501594387755102,0.5087663372649027,0.48225100560028444,0.019354863699665676
15,0.3795783996582031,0.07083777372125463,0.0008985996246337891,3.183401437849906e-05,0.1,"(50,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 15}",0.45165394402035625,0.48346055979643765,0.4623243933588761,0.4514066496163683,0.4532650448143406,0.4604389994895355,0.012208953123643281,119,0.47477650063856963,0.49616858237547895,0.4666666666666667,0.4614158163265306,0.46477526299011795,0.4727605657994728,0.012502825612634856
16,0.5824877262115479,0.2763748467990561,0.0008570194244384765,8.487969297832227e-06,0.1,"(50,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 20}",0.4732824427480916,0.49745547073791346,0.4955300127713921,0.48081841432225064,0.5032010243277849,0.4900459418070444,0.011175439696865512,106,0.5098978288633461,0.49744572158365263,0.5043062200956938,0.46779336734693877,0.5081287854638189,0.49751438467069004,0.015462779880011114
17,0.6343244075775146,0.12914786608443396,0.009621000289916993,0.01748545196382031,0.1,"(50,)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 25}",0.5229007633587787,0.5089058524173028,0.4891443167305236,0.5281329923273658,0.5121638924455826,0.5122511485451761,0.013492437282319816,54,0.527139208173691,0.4987228607918263,0.48899521531100476,0.5379464285714286,0.5278928912974179,0.5161393208290737,0.01884053838424144
18,0.699345874786377,0.10883412134568621,0.0009109020233154297,9.242034133079391e-06,0.1,"(50,)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 30}",0.5139949109414759,0.4961832061068702,0.5466155810983397,0.5179028132992327,0.5403329065300896,0.5229709035222052,0.018359240155427024,22,0.5201149425287356,0.4782886334610473,0.5483253588516747,0.5334821428571429,0.5349059611093402,0.5230234077615881,0.024084966865484107
19,0.6950180530548096,0.09183893828903847,0.0009401321411132812,1.706477544789749e-05,0.1,"(50,)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 35}",0.5114503816793893,0.48982188295165396,0.51213282247765,0.43861892583120204,0.4942381562099872,0.4892802450229709,0.02683647916315965,108,0.520434227330779,0.49776500638569604,0.511323763955343,0.43239795918367346,0.48995855913292957,0.49037590319768426,0.030849734955411486
20,0.792533016204834,0.09320101225447967,0.0010002613067626952,5.035919646741953e-05,0.1,"(50,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 40}",0.4732824427480916,0.5165394402035624,0.5159642401021711,0.5127877237851662,0.5492957746478874,0.5135273098519653,0.024146754214915543,52,0.5067049808429118,0.5207535121328225,0.5406698564593302,0.5207270408163265,0.5364998406120497,0.5250710461726882,0.01223735317064062
21,0.6934630870819092,0.07743769498189543,0.0009946346282958985,1.162681147168127e-05,0.1,"(50,)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 50}",0.4872773536895674,0.49872773536895676,0.4355044699872286,0.48081841432225064,0.5096030729833547,0.48238897396630936,0.025411915494624567,113,0.49361430395913153,0.5044699872286079,0.44082934609250396,0.48246173469387754,0.4902773350334715,0.48233054140151843,0.021922574263863244
22,1.0098749637603759,0.15178306523953058,0.0010920047760009765,0.00011080954833889613,0.1,"(50,)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 60}",0.5152671755725191,0.5063613231552163,0.5389527458492975,0.5230179028132992,0.5556978233034571,0.5278203164880041,0.017557856945828284,10,0.5306513409961686,0.514367816091954,0.5413078149920255,0.5347576530612245,0.5463818935288492,0.5334933037340444,0.010978542180747203
23,0.9342115879058838,0.07981505595498711,0.0011348724365234375,0.00012585177127253787,0.1,"(50,)",70,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 70}",0.5203562340966921,0.4961832061068702,0.4891443167305236,0.46035805626598464,0.4647887323943662,0.48621745788667686,0.02191901351796091,111,0.5226692209450831,0.5150063856960408,0.5043062200956938,0.4429209183673469,0.4609499521836149,0.4891705394575559,0.03147751717564509
24,0.20716214179992676,0.025235022310433772,0.0009310245513916016,3.715048061520091e-06,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.4312977099236641,0.46946564885496184,0.45977011494252873,0.44501278772378516,0.46094750320102434,0.45329249617151607,0.01353787297671799,139,0.46392081736909324,0.45753512132822477,0.45996810207336525,0.46269132653061223,0.45935607268090534,0.4606942879964402,0.0023107208815747733
25,0.3793187618255615,0.053917001190581335,0.0009747982025146484,8.9406649271082e-06,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.4402035623409669,0.4669211195928753,0.47509578544061304,0.4731457800511509,0.4468629961587708,0.4604389994895355,0.014229261560391273,119,0.4703065134099617,0.466794380587484,0.45933014354066987,0.4655612244897959,0.44628626075868666,0.46165570455731963,0.008463138989906816
26,0.6432413578033447,0.22475078392959488,0.0009737968444824219,1.1995653556226266e-05,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.5254452926208651,0.5254452926208651,0.5363984674329502,0.49104859335038364,0.5377720870678617,0.523226135783563,0.016896270066767347,20,0.5328863346104725,0.5446998722860792,0.5272727272727272,0.5022321428571429,0.531718202103921,0.5277618558260685,0.014005819157043964
