,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
66,0.16489095687866212,0.03512760296894906,0.0012336254119873046,9.84540450674069e-05,0.001,"(100,)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 2}",0.4491094147582697,0.45038167938931295,0.44189016602809705,0.4424552429667519,0.4647887323943662,0.4497192445125064,0.00825899132327967,115,0.4562579821200511,0.4521072796934866,0.46124401913875596,0.4607780612244898,0.45457443417277654,0.45699235526991194,0.003539995055667631
67,0.1078679084777832,0.0039791394114408315,0.0012101173400878907,1.705024593590071e-05,0.001,"(100,)",3,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 3}",0.44274809160305345,0.44529262086513993,0.44699872286079184,0.4475703324808184,0.44814340588988477,0.4461459928534967,0.0019513678774952352,125,0.4521072796934866,0.44891443167305234,0.4472089314194577,0.44706632653061223,0.4469238125597705,0.44844415637527585,0.0019685158058692334
68,0.2205803871154785,0.11645841335867729,0.001214599609375,3.710761348408455e-06,0.001,"(100,)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 4}",0.4312977099236641,0.4389312977099237,0.46360153256704983,0.42838874680306904,0.4737516005121639,0.44716692189892804,0.018148421727593636,121,0.4508301404853129,0.45146871008939976,0.47368421052631576,0.4499362244897959,0.47943895441504625,0.4610716480011742,0.012787002994167674
69,0.18267421722412108,0.016583008813285463,0.0012242794036865234,6.1823551209880615e-06,0.001,"(100,)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 5}",0.5012722646310432,0.49872773536895676,0.4929757343550447,0.4744245524296675,0.49167733674775926,0.49183256763654926,0.00938956684842839,80,0.49936143039591313,0.5028735632183908,0.49792663476874005,0.4901147959183674,0.4909148868345553,0.49623826222719336,0.004949084070799578
70,0.2526747226715088,0.08474294219819911,0.0012281417846679687,6.764368296167501e-06,0.001,"(100,)",6,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 6}",0.4758269720101781,0.4580152671755725,0.4955300127713921,0.5038363171355499,0.49551856594110116,0.4857069933639612,0.016658095825629462,93,0.47988505747126436,0.4578544061302682,0.5043062200956938,0.501594387755102,0.5062161300605674,0.48997124030257916,0.01864246639787621
71,0.29748144149780276,0.09432442989437612,0.0012845993041992188,9.953877168727594e-05,0.001,"(100,)",7,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 7}",0.5127226463104325,0.4860050890585242,0.4878671775223499,0.5,0.5160051216389244,0.5005104645227156,0.012328200597585718,69,0.5166028097062579,0.4996807151979566,0.5074960127591707,0.514030612244898,0.5269365635957921,0.5129493427008149,0.009120905619660264
72,0.26593952178955077,0.06735769948370764,0.0012288093566894531,7.192184032916239e-06,0.001,"(100,)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 8}",0.5165394402035624,0.5229007633587787,0.5044699872286079,0.5447570332480819,0.5224071702944942,0.5222052067381318,0.013073398597890055,51,0.5363984674329502,0.5357598978288634,0.533652312599681,0.5478316326530612,0.5320369780044628,0.5371358577038038,0.005567230414397589
73,0.3692905902862549,0.11566001838491158,0.0012993812561035156,0.00024975376631387826,0.001,"(100,)",9,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 9}",0.5458015267175572,0.5381679389312977,0.5312899106002554,0.5255754475703325,0.5083226632522407,0.5298621745788668,0.012702949462124016,35,0.5363984674329502,0.5600255427841635,0.5502392344497608,0.5491071428571429,0.5176920624800765,0.5426924900008188,0.014581988466184755
74,0.22152209281921387,0.04252877871069432,0.0011786937713623047,2.6906463584262625e-06,0.001,"(100,)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 10}",0.5343511450381679,0.5267175572519084,0.5236270753512133,0.5166240409207161,0.5390524967989757,0.5280755487493619,0.007900508093364065,38,0.5450191570881227,0.5411877394636015,0.54896331738437,0.5169005102040817,0.5384124960153013,0.5380966440310955,0.011179771906912443
75,0.38102269172668457,0.13427613545918585,0.0011872291564941407,8.612951605002137e-06,0.001,"(100,)",11,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 11}",0.539440203562341,0.5203562340966921,0.5491698595146871,0.5434782608695652,0.5467349551856594,0.5398162327718223,0.010281143237087498,21,0.5389527458492975,0.5491698595146871,0.5738437001594896,0.560905612244898,0.5467006694293911,0.5539145174395526,0.01220207950735141
